ID,NAME,PREFIXES,URL,STATUS,INDEGREE,FULL_NAME,ACTORS_TYPE,COUNTRY,AREA,ANTHROPOGENIC_CLIMATE_CHANGE,MITIGATION_ADAPTATION,INDUSTRIAL_DELEGATION,THEMATIC_DELEGATION,LANGUAGE,COLLECTION,ABSTRACT_DRAFT,ABSTRACT,COMMENT,
9645d73f-5cdc-4056-b908-b817c6f36394,Realclimate,http://www.realclimate.org,http://www.realclimate.org,IN,144,RealClimate,academic,international,international,yes,not_applicable,not_applicable,not_applicable,EN,no,,,très marqué IPCC / cité++ / site (collectif) de discussion = blogueur ? / CP : 07/10/2015 Résolu,
8dadf62c-215b-41fb-b344-9f9327bbd24c,Rtcc,http://www.rtcc.org,http://www.rtcc.org,IN,74,RTCC - Responding to Climate Change,media,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,international,yes,mitigation_adaptation,not_applicable,not_applicable,EN,yes,"Responding to climate change / Responding to Climate Change (RTCC) is a news and analysis website focused on providing the latest updates and insight into global low carbon developments. Our sister website Climate Change TV (CCTV) offers an online channel hosting interviews and footage from international climate change and development summits. Our annual ‘Respond’ publication is distributed at every major UN climate summit, covering advances in low carbon policy, technology and research. RTCC and CCTV are funded by sponsors and web advertising. A list of business partners can be found on our front page.",,,
560d121d-e27c-4204-bcc1-88848e367de4,Nsidc,http://www.nsidc.org,http://www.nsidc.org,IN,98,NSIDC - National Snow and Ice Data Center,governmental_project,États-Unis d'Amérique,international,yes,not_applicable,not_applicable,Oceans,EN,no,"National Snow & Ice Data Center began in 1976 as an analog archive and information center, the World Data Center for Glaciology. and has evolved to manage cryosphere-related data ranging from text files to remote sensing data from NASA’s Earth Observing System satellite program. Data management professionals and scientists specializing in remote sensing of snow and ice, Arctic climate, frozen ground, ice sheets, glaciers... work with data providers and users to create or publish data products, tools, and resources","National Snow & Ice Data Center manages cryosphere-related data ranging from text files to remote sensing data from NASA’s Earth Observing System satellite program. Specialises in remote sensing of snow and ice, Arctic climate, frozen ground, ice sheets, glaciers etc. Works with data providers and users.",,
43a915f0-a423-4146-8b8d-e7b92c6bfc06,Notrickszone,http://www.notrickszone.com,http://www.notrickszone.com,IN,81,NoTricksZone,blogger,Allemagne,international,no,not_applicable,not_applicable,not_applicable,EN,yes,"EL draft : ""Personal point of view of an American living in Germany. Introduces himself as a ""skeptic of the Anthropogenic Global Warming Hypothesis"". Believes public policies should focus on matters that are more ""important"" such as economy, poverty, etc."" I’ve always been a skeptic of the AGW hypothesis, and view myself as a critical spectator in the climate change debate and arena. - See more at: http://notrickszone.com/about-pierre-gosselin/#sthash.RWgBYqo5.dpuf",,,
ffb79d2d-a81b-4de7-bc1a-52b6009e07e1,Grist,http://www.grist.org,http://www.grist.org,IN,98,Grist,media,États-Unis d'Amérique,,yes,not_applicable,not_applicable,Youth,EN,yes,,,INFORMATION : mention spéciale pour la vidéo dans ABOUT / Youth,
07985b37-85d7-40fd-b1e6-6f2e9ba92b56,Panda,http://www.panda.org,http://www.panda.org,IN,60,"WWF: WWF conserves our planet, habitats, & species like the Panda & Tiger",NGO,Suisse,international,yes,mitigation_adaptation,not_applicable,Espèces en danger,EN,no,,,plusieurs délégations thématiques - espèces en danger à la base,
85d95f62-f3df-477e-9099-ee7b67eafa37,Iea,http://www.iea.org,http://www.iea.org,IN,67,IEA - International Energy Agency,agency,international,29 member countries and beyond,dont_know,mitigation,Energie,not_applicable,"EN, RU, CN",no,,,,
c0d84d58-6571-4693-8fe5-d51bd6092c11,Judithcurry,http://www.judithcurry.com,http://www.judithcurry.com,IN,108,Climate Etc.,academic,États-Unis d'Amérique,,yes,adaptation,not_applicable,not_applicable,EN,yes,,,"INFORMATION : mais questionne ++ sur caractère ""dangerous"" du réchauffement // skeptics",
98ab245f-d720-4e1e-bdb6-83595619c1a7,Greenpeace,http://www.greenpeace.org,http://www.greenpeace.org,IN,76,Greenpeace,NGO,international,,yes,mitigation_adaptation,not_applicable,not_applicable,EN,yes,,,,
bf7e426a-7b9d-4112-8237-1bfdad2603dc,Ucsusa,http://www.ucsusa.org,http://www.ucsusa.org,IN,75,UCS - Union of Concerned Scientists,association_non_profit_organization,États-Unis d'Amérique,,yes,mitigation_adaptation,not_applicable,not_applicable,EN,yes,"For nearly half a century, the Union of Concerned Scientists has combined the knowledge and influence of the scientific community with the passion of concerned citizens to build a healthy planet and a safer world.",,,
4b3e6521-cc14-41dc-9eb6-c2b63106f803,Energy,http://www.energy.gov,http://www.energy.gov,IN,61,Department of Energy,institution,États-Unis d'Amérique,,yes,mitigation_adaptation,Energie,not_applicable,EN,yes,,,c'est surtout cette page : http://www.energy.gov/science-innovation/climate-change / yes même si pas explicite. CYNTHIA : Modifier URL / CP,
48cb3089-db14-472c-84f2-681243eac481,Grida,http://www.grida.no,http://www.grida.no,IN,66,GRID - Arendal,association_non_profit_organization,Norvège,international,yes,mitigation_adaptation,not_applicable,not_applicable,EN,yes,,,,
43f66e02-5b14-425f-ab07-27b682613dea,Cfact,http://www.cfact.org,http://www.cfact.org,IN,46,CFACT - The Committee For A Constructive Tomorrow,think_tank,États-Unis d'Amérique,États-Unis d'Amérique,no,adaptation,not_applicable,not_applicable,EN,yes,"According to statement of purpose, the Committee For A Constructive Tomorrow (CFACT) was founded to promote a positive voice on environment and development issues, with the ultimate goal to enhance the fruitfulness of the earth and all of its inhabitants. Links to Climatehustle.org, a website intending to show how global warming has become a new religion for alarmists, and to the online petition: Don’t censor climate speech ! which is claiming that those who advocate the theory of catastrophic man-made global warming are seeking to censor the opinions of scientists and experts with whom they disagree","CFACT was founded to promote a positive voice on environment and development issues, with the ultimate goal to enhance the fruitfulness of the earth and all of its inhabitants. Links to Climatehustle.org, a website intending to show how global warming has become a new religion for alarmists.",,
1d0f509f-8186-4345-b257-f2a63194f023,Worldclimatereport,http://www.worldclimatereport.com,http://www.worldclimatereport.com,IN,64,World Climate Report,blogger,États-Unis d'Amérique,international,no,not_applicable,not_applicable,not_applicable,EN,no,"According to authors, WCR is “The Web’s Longest-Running Climate Change Blog” and “the definitive and unimpeachable source for what Nature now calls the “mainstream skeptic” point of view”; intend to point out “the weaknesses and outright fallacies in the science that is being touted as “proof” of disastrous warming”, being “the perfect antidote against those who argue for proposed changes to the Rio Climate Treaty, such as the Kyoto Protocol, which are aimed at limiting carbon emissions from the United States. Takes the view that the percentage of CO2 injected into the atmosphere from human activities that remains in the atmosphere has remained pretty much constant for the last 50 years , despite ever increasing anthropogenic CO2 emissions. Among the sources : the New York Times, Nature, “Watts Up With That”",,INFORMATION : clos en 2012 / supposé US,
dba2e5e3-f0cf-400c-a950-1fa1f5bacdc5,Climatecentral,http://www.climatecentral.org,http://www.climatecentral.org,IN,85,Climate Central,association_non_profit_organization,États-Unis d'Amérique,international,yes,not_applicable,not_applicable,not_applicable,EN,no,,An independent organization of leading scientists and journalists researching and reporting the facts about changing climate and its impact on the American public.,peu d'information dans le ABOUT. Institut ? / CP (07/10/2015) : réglé,
87711e00-f6bb-4af7-a32b-62924bff5c3d,Eia,http://www.eia.gov,http://www.eia.gov,IN,56,EIA - U.S. Energy Information Administration,governmental_project,États-Unis d'Amérique,international,yes,dont_know,Energie,not_applicable,EN,no,,,position pas très claire : mitigation and/or adaptation ??,
cf9cca8c-f094-49f3-9986-0d88404522b2,Thegwpf,http://www.thegwpf.org,http://www.thegwpf.org,IN,98,The Global Warming Policy Foundation,think_tank,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,international,yes,not_applicable,not_applicable,not_applicable,EN,yes,,,"INFORMATION : Ne nie pas le changement climatique, mais les politiques et les contraintes fiscales/économiques qui pèsent pour lutter contre...",
7e3ea94e-5886-4149-a9eb-b659b199c9ce,Junkscience,http://www.junkscience.com,http://www.junkscience.com,IN,78,JunkScience.com: All the Junk That's Fit to Debunk,activist,États-Unis d'Amérique,international,no,not_applicable,not_applicable,not_applicable,EN,no,,,INFORMATION : lié au CATO Institute / auteur : Steve Milloy / Foxnews,
95d2e38b-2e68-4325-a190-71aa3f5cdffe,Icecap,http://www.icecap.us,http://www.icecap.us,IN,81,ICECAP - International Climate and Environmental Change Assessment Project,activist,États-Unis d'Amérique,international,yes,adaptation,not_applicable,not_applicable,EN,yes,,,"INFORMATION : International Climate and Environmental Change Assessment Project / ICECAP, International Climate and Environmental Change Assessment Project, is the portal to all things climate for elected officials and staffers, journalists, scientists, educators and the public. It provides access to a new and growing global society of respected scientists and journalists that are not deniers that our climate is dynamic (the only constant in nature is change) and that man plays a role in climate change through urbanization, land use changes and the introduction of greenhouse gases and aerosols, but who also believe that natural cycles such as those in the sun and oceans are also important contributors to the global changes in our climate and weather. We worry the sole focus on greenhouse gases and the unwise reliance on imperfect climate models while ignoring real data may leave civilization unprepared for a sudden climate shift that history tells us will occur again, very possibly soon. >> yes but ... // bascule pour certains liens sur le SPPI / portail",
9f324203-9c24-487b-9067-c04a59cd428b,Undp,http://www.undp.org,http://www.undp.org,IN,45,UNDP - United Nations Development Programme,institution,international,170 countries,yes,mitigation_adaptation,not_applicable,not_applicable,"EN, FR, ES",no,,,INFORMATION : multilingue / plusieurs délégations thématiques mais pas une en particulier,
e88192c8-0549-40e6-a0f3-a68e143b752c,Desmogblog,http://www.desmogblog.com,http://www.desmogblog.com,IN,97,DeSmogBlog,blogger,Canada,international,yes,mitigation_adaptation,not_applicable,not_applicable,EN,yes,,,"Média ? DeSmogBlog exists to clear the PR pollution that is clouding the science on climate change. An overwhelming majority of the world’s climate scientists agree that the globe is warming - the world's climate is changing - and that the indiscriminate burning of fossil fuels is to blame. We know that the risks are incalculable and, increasingly, we understand that the solutions are affordable. Unfortunately, a well-funded and highly organized public relations campaign is poisoning the climate change debate. Using tricks and stunts that unsavory PR firms invented for the tobacco lobby, energy-industry contrarians are trying to confuse the public, to forestall individual and political actions that might cut into exorbitant coal, oil and gas industry profits. DeSmogBlog is here to cry foul - to shine the light on techniques and tactics that reflect badly on the PR industry and are, ultimately, bad for the planet. / Réponse : quelqu'un a mis blogger (07/10/2015) / CP",
049f1774-92dd-4484-8866-e25e44e20223,Ipcc-wg2,http://www.ipcc-wg2.gov,http://www.ipcc-wg2.gov,IN,58,IPCC Working Group II - Impacts Adaptation and Vulnerability,institution,international,international,yes,mitigation_adaptation,not_applicable,not_applicable,EN,yes,"The Intergovernmental Panel on Climate Change (IPCC) was established by the United Nations Environmental Programme (UNEP) and the World Meteorological Organization (WMO) in 1988 to assess the scientific, technical and socio-economic information relevant for the understanding of human induced climate change, its potential impacts and options for mitigation and adaptation. The IPCC has three working groups: WGI: The Science of Climate Change - WGII: Impacts, Adaptation and Vulnerability - WGIII:Mitigation of Climate Change, and a Task Force on Greenhouse Gas Inventories. IPPC Prepares at regular intervals comprehensive Assessment Reports","The Intergovernmental Panel on Climate Change (IPCC) was established by the United Nations Environmental Programme (UNEP) and the World Meteorological Organization (WMO) in 1988. Three working groups: WGI: The Science of Climate Change - WGII: Impacts, Adaptation and Vulnerability - WGIII:Mitigation of Climate Change, and a Task Force on Greenhouse Gas Inventories. IPPC prepares comprehensive Assessment Reports at regular intervals.",,
1a818709-d8cc-4ba7-aba0-41d210cf82b3,Tomnelson.Blogspot,http://www.tomnelson.blogspot.com,http://www.tomnelson.blogspot.com,IN,59,Tom Nelson,blogger,États-Unis d'Amérique,International,no,not_applicable,not_applicable,not_applicable,EN,yes,"Tom Nelson presents himself as a “climate dissident”, suspended of Twitter following action by “Warmists”. Collection of news, tweets (hashtags : GlobWarmHoax – AGWisahoax…) lists of websites (JoNova skeptical Science for dissident thinkers - Bishop Hill – Climate depot…) specific pages providing details on his twitter suspension, and the list of Tom Nelson’s “outed” “ClimateGate ” postings",Blog by Tom Nelson (Masters of Science degree in Electrical and Electronics Engineering). “CO2 is not the climate control knob”.,,
3faa7693-3ca6-4fde-93d2-448fa526e07c,C3headlines,http://www.c3headlines.com,http://www.c3headlines.com,IN,45,C3 Headlines,blogger,États-Unis d'Amérique,international,no,not_applicable,not_applicable,not_applicable,EN,no,,"A personal point of view about the ""anti-science political agenda that is driving governments to fabricate excess global warming that really does not exist.""","INFORMATION : Insuffisance d'info pour établir ""qui parle"" > d'où l'absence de sélection dans la coll de la bib. / CP (07/10/2015) : ne faut-il pas mettre ""don't know"" ?",
8d506711-e021-43dd-a9d6-fc4d7b681e70,Theresilientearth,http://www.theresilientearth.com,http://www.theresilientearth.com,IN,45,The Resilient Earth,blogger,États-Unis d'Amérique,international,no,not_applicable,not_applicable,not_applicable,EN,yes,,,"INFORMATION : In 2008 your hosts, Al Simmons and Doug L. Hoffman, published The Resilient Earth, a book dedicated to science, the wonders of our planet and uncovering the facts about anthropogenic global warming (AGW). This web site was created to provide information about the book, give the authors a further platform to express their views and connect with readers and other interested parties.",
deb62808-fe1a-4559-99c0-e57f45fa98e8,Sppiblog,http://www.sppiblog.org,http://www.sppiblog.org,IN,45,The SPPI Blog,research_institution,États-Unis d'Amérique,international,no,not_applicable,not_applicable,not_applicable,EN,yes,,,Science & Public Policy Institute,
9f41c520-bae4-4447-9158-29f86348269c,Iisd,http://www.iisd.ca,http://www.iisd.ca,IN,38,IISD - International Institute for Sustainable Development,research_institution,Canada,international,yes,mitigation_adaptation,not_applicable,not_applicable,EN,yes,,,Earth Negotiations Bulletin / Institut international du développement durable / Linkages is provided by the International Institute for Sustainable Development -- It is designed to be an electronic clearing-house for information on past and upcoming international meetings related to environment and development policy.,
5ca067d6-b9b9-4e37-b877-b89502314eaf,Populartechnology,http://www.populartechnology.net,http://www.populartechnology.net,IN,55,Popular Technology.net,blogger,États-Unis d'Amérique,international,no,not_applicable,not_applicable,not_applicable,EN,yes,,,,
d0633938-4349-4944-a2ae-f06616ae275a,Climatechange2013,http://www.climatechange2013.org,http://www.climatechange2013.org,IN,51,IPCC Working Group I - Climate Change 2013: The Physical Science Basis,institution,international,international,yes,mitigation_adaptation,not_applicable,not_applicable,"EN, Multilingue",yes,,"The Intergovernmental Panel on Climate Change (IPCC) is the international body for assessing the science related to climate change. The IPCC was set up in 1988 by the World Meteorological Organization (WMO) and United Nations Environment Programme (UNEP) to provide policymakers with regular assessments of the scientific basis of climate change, its impacts and future risks, and options for adaptation and mitigation.","INFORMATION : Climate Change 2013: The Physical Science Basis / IPCC Working Group I Contribution to AR5.The Twelfth Session of Working Group I (WGI-12) was held from 23 to 26 September 2013 in Stockholm, Sweden. At the Session, the Summary for Policymakers (SPM) of the Working Group I contribution to the IPCC Fifth Assessment Report (WGI AR5) was approved and the underlying scientific and technical assessment accepted.",
144d02f3-5abd-48ca-b65c-9bb2efa9faa7,Carbonbrief,http://www.carbonbrief.org,http://www.carbonbrief.org,IN,65,The Carbon Brief,blogger,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,United Kingdom,yes,not_applicable,Energie,not_applicable,EN,yes,"Carbon Brief reports on the latest developments and media coverage of climate science and energy policy, with a particular focus on the UK. News coverage, analysis and factchecks, they publish a daily and weekly email briefing.","Carbon Brief reports on the latest developments and media coverage of climate science and energy policy, with a particular focus on the UK. News coverage, analysis and factchecks, they publish a daily and weekly email briefing.","Carbon Brief reports on the latest developments and media coverage of climate science and energy policy, with a particular focus on the UK. We produce news coverage, analysis and factchecks, and publish a daily and weekly email briefing.",
a1f0a453-26e2-412c-ad09-ac517e3194b5,Climate4you,http://www.climate4you.com,http://www.climate4you.com,IN,50,Climate4you,academic,Norvège,international,no,not_applicable,not_applicable,Air/atmosphère,EN,yes,,"A personal point of view from Ole Humlum whose objective is to ""provide information on meteorological and climatologically issues of general and specific to assist reflective people to form a personal opinion""",,
d66095df-bf5a-4a70-b23c-a0d13de918a9,Bishop-hill,http://www.bishop-hill.net,http://www.bishop-hill.net,IN,67,Bishop Hill Blog,blogger,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,international,no,not_applicable,not_applicable,not_applicable,EN,yes,"Discusses the existence of climate science, climate change alarmism, cynicism of the scientists and media in the UK (BBC) ; provides reader with several lists of blogs, most of them skeptical: science blogs (Watts Up With That, Rational Optimist, Climate Resistance, Real Climate…) political blogs and others","Discusses the existence of climate science, climate change alarmism, cynicism of the scientists and media in the UK (BBC). Several lists of blogs, most of them skeptical: (Watts Up With That, Rational Optimist, Climate Resistance, Real Climate…) political blogs and others.",,
041b782a-873e-44d2-87a7-c806c620114e,Globalwarming,http://www.globalwarming.org,http://www.globalwarming.org,IN,47,Global Warming.org,blogger,États-Unis d'Amérique,international,no,not_applicable,Energie,not_applicable,EN,yes,,,"INFORMATION : lié au Competitive Enterprise Institute / Globalwarming.org is the blog of the Cooler Heads Coalition, an ad hoc coalition of more than two dozen free market and conservative non-profit groups in the U. S. and abroad that question global warming alarmism and oppose energy-rationing policies. GlobalWarming.org is one of the Coalition’s principal educational outreach activities.",
199144c6-1770-44c1-ad3d-74484e1a18a5,Climate,http://www.climate.gov,http://www.climate.gov,IN,37,NOAA Climate.gov,governmental_project,États-Unis d'Amérique,America,yes,mitigation_adaptation,not_applicable,not_applicable,EN,no,"NOAA Climate.gov mission is to provide American people with scientific data and information to help them make decisions on how to manage climate-related risks and opportunities. Goals are to promote public understanding of climate science and climate-related events, to provide climate-related support to the private sector and the Nation’s economy, and to serve people making climate-related decisions. News & Features is a popular-style magazine for the science-interested public covering topics in climate science, adaptation, and mitigation. Maps & Data is a gateway to reusable climate maps and datasets that document various climate conditions, for official and professional use. Teaching Climate offers learning activities and curriculum materials for formal and informal educators. Supporting Decisions is a clearinghouse of reports, resources, and decision-support tools for planners and policy leaders","“NOAA Climate.gov provides science and information for a climate-smart nation. Americans’ health, security, and economic well-being are closely linked to climate and weather. People want and need information to help them make decisions on how to manage climate-related risks and opportunities they face.”","INFORMATION : NOAA Climate.gov provides science and information for a climate-smart nation. Americans’ health, security, and economic well-being are closely linked to climate and weather. People want and need information to help them make decisions on how to manage climate-related risks and opportunities they face. NOAA Climate.gov is a source of timely and authoritative scientific data and information about climate. Our goals are to promote public understanding of climate science and climate-related events, to make our data products and services easy to access and use, to provide climate-related support to the private sector and the Nation’s economy, and to serve people making climate-related decisions with tools and resources that help them answer specific questions.",
4e3eb597-ed25-4f5f-8296-a5cd935d52e1,Adb,http://www.adb.org,http://www.adb.org,IN,23,Asian Development Bank,institution,international,member countries,not_applicable,mitigation_adaptation,Finance,not_applicable,EN,no,,,,
ea0e5780-c406-406f-96d7-42152fee342a,Sepp,http://www.sepp.org,http://www.sepp.org,IN,55,Sciences & Environmental Policy Project,activist,États-Unis d'Amérique,international,no,not_applicable,not_applicable,not_applicable,EN,no,,,,
6ca26e41-9347-4281-9533-4390ead752a1,Jennifermarohasy,http://www.jennifermarohasy.com,http://www.jennifermarohasy.com,IN,58,Jennifer Marohasy,blogger,Australie,Australia,no,not_applicable,not_applicable,Air/atmosphère,EN,yes,,"A personal point of view by Jennifer Marohasy BSc PhD ""working on temperature reconstructions or a new experimental technique for long-range weather forecasting using artificial intelligence""",,
6bfaa3ec-4bdc-4419-a240-4d00a5907564,Un /climatechange,http://www.un.org/climatechange,http://www.un.org/climatechange,IN,32,UN and Climate Change,institution,international,international,yes,mitigation_adaptation,not_applicable,not_applicable,"EN, FR, SP, RU, CH, AR",yes,"UN website on climate change: latest news on what the UN is doing to combat climate change, information on the latest scientific reports, successful initiatives and their positive impact in society, information on how the UN system supports action on climate change",,,
9bdf32f6-da6f-4c30-bc6e-3fbe4b00adfa,Climatescienceinternational,http://www.climatescienceinternational.org,http://www.climatescienceinternational.org,IN,50,International Climate Sciences Coalition,think_tank,Canada,international,no,adaptation,not_applicable,not_applicable,EN,yes,,,"INFORMATION : The ICSC is a non-partisan group of independent scientists, economists and energy and policy experts who are working to promote better understanding of climate science and policy worldwide. We aim to help create an environment in which a more rational, open discussion about climate issues emerges, thereby moving the debate away from implementation of costly and ineffectual “climate control” measures. Instead, ICSC encourages assisting vulnerable peoples to adapt to climate variability and continuing scientific research into the causes and impacts of climate change. ICSC also focuses on publicizing the repercussions of misguided plans to “solve the climate crisis”. This includes, but is not be limited to, the dangerous impacts of attempts to replace conventional energy sources with wind turbines, solar power, biofuels and other ineffective and expensive energy sources.",
edda4e56-14f4-4d09-b20a-5892c8e5148c,Pik-potsdam,http://www.pik-potsdam.de,http://www.pik-potsdam.de,IN,61,PIK - Potsdam Institute for Climate Impact Research,academic,Allemagne,international,yes,mitigation_adaptation,not_applicable,not_applicable,"EN, GE",yes,,,"REPONSE APPORTEE (07/10/2015) Institut ? Research at PIK is organized in four Research Domains: Earth System Analysis, Climate Impacts and Vulnerabilities, Sustainable Solutions and Transdisciplinary Concepts & Methods.",
3d8ddb84-2273-4474-985d-28a06da1ad7b,Iisd,http://www.iisd.org,http://www.iisd.org,IN,23,IISD - International Institute for Sustainable Development,association_non_profit_organization,international,over 70 countries,yes,mitigation_adaptation,not_applicable,not_applicable,"EN, FR",yes,,,International Institute for Sustainable Development / par déduction,
5eba34fd-9d1e-4420-9ab5-03ca05dd5c00,Doe,http://www.doe.gov,http://www.energy.gov/,IN,39,Department of Energy,institution,États-Unis d'Amérique,America,yes,mitigation_adaptation,Energie,not_applicable,EN,no,,,position sur anthropogenic > par déduction,
e7675974-08c8-4735-b2cc-a07c1d3661f2,Warwickhughes,http://www.warwickhughes.com,http://www.warwickhughes.com,IN,56,Warwick Hughes Free Lance Science Research,blogger,Australie,international,no,not_applicable,not_applicable,not_applicable,EN,no,,,INFORMATION : arrêté en 2010,
34a7c741-1011-4e35-b66a-b5a90b35e426,John-daly,http://www.john-daly.com,http://www.john-daly.com,IN,50,Still Waiting for Greenhouse,blogger,Australie,Australie,no,not_applicable,not_applicable,Air/atmosphère,"EN, ES",no,,,INFORMATION : Site arrêté en 2008 !,
